Fato;Categoria
Comunicação falsa de crime ou de contravenção;Atos infracionais contra o Interesse e a Administração Pública em Geral
Violência ou fraude em arrematação judicial;Atos infracionais contra o Interesse e a Administração Pública em Geral
Concussão;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condescendência criminosa;Atos infracionais contra o Interesse e a Administração Pública em Geral
Contrabando;Atos infracionais contra o Interesse e a Administração Pública em Geral
Contrabando ou descaminho;Atos infracionais contra o Interesse e a Administração Pública em Geral
Contratação de operação de crédito;Atos infracionais contra o Interesse e a Administração Pública em Geral
Crimes contra a ordem econômica (Lei nº. 8.176/91);Atos infracionais contra o Interesse e a Administração Pública em Geral
Adulteração de sinal identificador de veículo automotor;Atos infracionais contra o Interesse e a Administração Pública em Geral
Adulteração de chassi/placa de veículo automotor;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsificação de documento particular;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsificação de documento público;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsificação de papéis públicos;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsificação de selo ou sinal público;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsificar marca ou sinal empregado no contraste de metal precioso, fiscalização alfandegária, ou para outros fins;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falso reconhecimento de firma ou letra;Atos infracionais contra o Interesse e a Administração Pública em Geral
Fraudes em certames de interesse público;Atos infracionais contra o Interesse e a Administração Pública em Geral
Moeda falsa;Atos infracionais contra o Interesse e a Administração Pública em Geral
Reprodução ou adulteração de selo ou peça filatélica;Atos infracionais contra o Interesse e a Administração Pública em Geral
Supressão de documento;Atos infracionais contra o Interesse e a Administração Pública em Geral
Certidão ou atestado ideologicamente falso;Atos infracionais contra o Interesse e a Administração Pública em Geral
Uso de documento falso;Atos infracionais contra o Interesse e a Administração Pública em Geral
Uso de moeda falsa;Atos infracionais contra o Interesse e a Administração Pública em Geral
Crimes assemelhadas ao de moeda falsa;Atos infracionais contra o Interesse e a Administração Pública em Geral
Emissão de título ao portador sem permissão legal;Atos infracionais contra o Interesse e a Administração Pública em Geral
Fabricar, possuir petrechos para falsificação de papéis públicos;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsa identidade;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsidade de atestado médico;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsidade ideológica;Atos infracionais contra o Interesse e a Administração Pública em Geral
Falsidade material de atestado ou certidão;Atos infracionais contra o Interesse e a Administração Pública em Geral
Arremesso de projétil;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra o domínio econômico;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra o domínio econômico;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra o domínio econômico;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra o domínio econômico;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Desacato ou Desobediência;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Desacato ou Desobediência;Atos infracionais contra o Interesse e a Administração Pública em Geral
Desobediência ou descumprimento a decisão judicial;Atos infracionais contra o Interesse e a Administração Pública em Geral
Desobediência ou descumprimento a decisão judicial;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Exercício arbitrário das próprias razões;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Exercício arbitrário das próprias razões;Atos infracionais contra o Interesse e a Administração Pública em Geral
Exercício arbitrário ou abuso de poder;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Fuga de pessoa apreendida ou submetida à medida de segurança;Atos infracionais contra o Interesse e a Administração Pública em Geral
Fuga de pessoa apreendida ou submetida à medida de segurança;Atos infracionais contra o Interesse e a Administração Pública em Geral
Ingressar em presídio portando celular sem autorização legal;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Resistência;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra o domínio econômico;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração da justiça;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
Condutas assemelhadas contra a administração pública;Atos infracionais contra o Interesse e a Administração Pública em Geral
